"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"54625045","06/28/2022 08:31:24 AM","08/02/2022 08:16:09 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11205","118 CLASSON AVENUE","CLASSON AVENUE","EMERSON PLACE","PARK AVENUE","EMERSON PLACE","PARK AVENUE","ADDRESS","BROOKLYN","CLASSON AVENUE",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","07/30/2022 12:17:21 PM","02 BROOKLYN","3018800055","BROOKLYN","994,873","193,058","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69657000901","-73.96169063004","(40.69657000900531, -73.96169063004153)"
"54616402","06/27/2022 10:20:30 AM","06/28/2022 07:02:49 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11230","1314 OCEAN PARKWAY","OCEAN PARKWAY","AVENUE M","AVENUE N","AVENUE M","AVENUE N","ADDRESS","BROOKLYN","OCEAN PARKWAY",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","06/28/2022 07:02:21 AM","12 BROOKLYN","3065680015","BROOKLYN","992,855","163,852","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61640814301","-73.9690053425","(40.616408143014276, -73.96900534250072)"
"54603744","06/26/2022 06:13:18 PM","07/07/2022 01:45:59 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10001","300 WEST   31 STREET","WEST   31 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   31 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/30/2022 07:02:21 AM","04 MANHATTAN","1007540044","MANHATTAN","985,560","212,692","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75046686077","-73.99527196877","(40.75046686077087, -73.99527196877375)"
"54601378","06/25/2022 04:59:00 PM","07/07/2022 01:10:33 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","6 AVENUE","6 AVENUE","6 AVENUE","WAVERLY PLACE","6 AVENUE","WAVERLY PLACE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/27/2022 01:44:47 PM","02 MANHATTAN",,"MANHATTAN","984,232","206,302","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73292799947","-74.00006494821","(40.73292799947335, -74.00006494821498)"
"54599023","06/25/2022 04:44:58 PM","07/07/2022 01:10:33 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10011","6 AVENUE","6 AVENUE","6 AVENUE","WAVERLY PLACE","6 AVENUE","WAVERLY PLACE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/27/2022 01:44:47 PM","02 MANHATTAN",,"MANHATTAN","984,232","206,302","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73292799947","-74.00006494821","(40.73292799947335, -74.00006494821498)"
"54583952","06/24/2022 07:14:48 PM","06/30/2022 02:27:34 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","1450 BROADWAY","BROADWAY","WEST   40 STREET","WEST   41 STREET","WEST   40 STREET","WEST   41 STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2022 07:42:18 AM","05 MANHATTAN","1009930047","MANHATTAN","987,946","214,317","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75492639858","-73.98665956231","(40.754926398580785, -73.98665956231423)"
"54589180","06/24/2022 04:33:44 AM","06/29/2022 01:19:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10458","EAST  197 STREET","EAST  197 STREET","EAST  197 STREET","MARION AVENUE","EAST  197 STREET","MARION AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/24/2022 01:20:32 PM","07 BRONX",,"BRONX","1,015,129","254,924","PHONE","Unspecified","BRONX",,,,,,,,"40.8663280813","-73.88835780073","(40.86632808130331, -73.88835780073094)"
"54575161","06/23/2022 04:25:23 PM","07/30/2022 11:13:21 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10039","297 WEST  147 STREET","WEST  147 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  147 STREET",,"Closed",,"The Department of Sanitation cleaned the location.","07/09/2022 01:03:26 PM","10 MANHATTAN",,"MANHATTAN","1,000,660","239,499","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82402975153","-73.94070780881","(40.82402975152741, -73.940707808814)"
"54582738","06/23/2022 12:00:53 PM","06/30/2022 02:24:24 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","1400 BROADWAY","BROADWAY","WEST   38 STREET","GOLDA MEIR SQUARE","WEST   38 STREET","GOLDA MEIR SQUARE","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/23/2022 10:32:29 PM","05 MANHATTAN","1008140019","MANHATTAN","987,794","213,683","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75318629182","-73.98720852919","(40.75318629181789, -73.98720852918727)"
"54582737","06/23/2022 11:09:36 AM","07/01/2022 08:54:23 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10035","2 AVENUE","2 AVENUE","2 AVENUE","EAST  120 STREET","2 AVENUE","EAST  120 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2022 01:33:39 PM","11 MANHATTAN",,"MANHATTAN","1,001,998","230,591","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79957718983","-73.9358969368","(40.799577189828355, -73.93589693679573)"
"54572607","06/22/2022 07:50:00 PM","06/25/2022 11:00:05 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","545 3 AVENUE","3 AVENUE","EAST   36 STREET","EAST   37 STREET","EAST   36 STREET","EAST   37 STREET","ADDRESS","NEW YORK","3 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/23/2022 12:33:34 PM","06 MANHATTAN","1009177501","MANHATTAN","990,603","211,485","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74715176473","-73.97707199388","(40.747151764731576, -73.97707199387541)"
"54566059","06/22/2022 09:12:06 AM","06/29/2022 12:44:07 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","BROOK AVENUE","BROOK AVENUE","BROOK AVENUE","EAST  147 STREET","BROOK AVENUE","EAST  147 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/23/2022 05:39:39 AM","01 BRONX",,"BRONX","1,007,580","235,710","ONLINE","Unspecified","BRONX",,,,,,,,"40.81361445075","-73.91571782763","(40.81361445074773, -73.9157178276261)"
"54567117","06/22/2022 08:23:08 AM","07/07/2022 01:10:58 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","AVENUE OF THE AMERICAS","AVENUE OF THE AMERICAS","AVENUE OF THE AMERICAS","WAVERLY PLACE","AVENUE OF THE AMERICAS","WAVERLY PLACE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/27/2022 01:46:46 PM","02 MANHATTAN",,"MANHATTAN","984,232","206,302","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73292799947","-74.00006494821","(40.73292799947335, -74.00006494821498)"
"54557908","06/21/2022 01:49:16 PM","07/01/2022 12:48:34 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10040","4411 BROADWAY","BROADWAY","WEST  189 STREET","WEST  190 STREET","WEST  189 STREET","WEST  190 STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Department of Sanitation cleaned the location.","06/27/2022 04:33:05 AM","12 MANHATTAN","1021800480","MANHATTAN","1,002,718","250,971","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85551298008","-73.93324030854","(40.85551298008172, -73.93324030853957)"
"54561481","06/21/2022 10:01:19 AM","07/30/2022 10:20:02 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10040","AMSTERDAM AVENUE","AMSTERDAM AVENUE","AMSTERDAM AVENUE","WEST  190 STREET","AMSTERDAM AVENUE","WEST  190 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","04/23/2022 12:23:06 PM","12 MANHATTAN",,"MANHATTAN","1,004,500","250,318","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.85371678294","-73.92680055933","(40.853716782940324, -73.92680055932782)"
"54562629","06/21/2022 07:51:27 AM","06/30/2022 02:08:43 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","9 AVENUE","9 AVENUE","9 AVENUE","WEST   36 STREET","9 AVENUE","WEST   36 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/26/2022 12:07:11 PM","04 MANHATTAN",,"MANHATTAN","985,537","214,230","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75468828451","-73.99535468564","(40.754688284507495, -73.9953546856412)"
"54562630","06/21/2022 05:25:09 AM","06/30/2022 02:18:29 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","275 MADISON AVENUE","MADISON AVENUE","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","MADISON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2022 10:46:18 PM","06 MANHATTAN","1008690054","MANHATTAN","989,828","212,982","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75126117518","-73.97986773064","(40.751261175181355, -73.97986773063755)"
"54552177","06/20/2022 09:13:39 PM","06/23/2022 02:33:30 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11234","1448 MILL AVENUE","MILL AVENUE","RALPH AVENUE","AVENUE T","RALPH AVENUE","AVENUE T","ADDRESS","BROOKLYN","MILL AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/22/2022 01:04:33 PM","18 BROOKLYN","3083830027","BROOKLYN","1,007,406","164,389","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61785601573","-73.91659175476","(40.61785601572985, -73.9165917547595)"
"54527136","06/18/2022 11:24:37 PM","06/24/2022 11:49:32 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10075","230 EAST   80 STREET","EAST   80 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","NEW YORK","EAST   80 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2022 05:39:49 PM","08 MANHATTAN","1015250034","MANHATTAN","996,441","221,493","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7746150312","-73.95598447891","(40.77461503119646, -73.95598447891382)"
"54529635","06/18/2022 09:27:15 AM","06/22/2022 12:51:49 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10011","250 WEST   15 STREET","WEST   15 STREET","7 AVENUE","8 AVENUE","7 AVENUE","8 AVENUE","ADDRESS","NEW YORK","WEST   15 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2022 12:22:22 PM","04 MANHATTAN","1007640062","MANHATTAN","984,076","208,822","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73984477524","-74.00062789792","(40.739844775244684, -74.00062789792185)"
"54533243","06/18/2022 06:40:23 AM","06/28/2022 01:22:07 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10454","EAST  140 STREET","EAST  140 STREET","EAST  140 STREET","JACKSON AVENUE","EAST  140 STREET","JACKSON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2022 04:24:07 AM","01 BRONX",,"BRONX","1,008,596","233,020","PHONE","Unspecified","BRONX",,,,,,,,"40.8062284092","-73.91205717536","(40.80622840919734, -73.91205717536062)"
"54514296","06/16/2022 02:11:32 PM","06/22/2022 01:00:34 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10011","620 AVENUE OF THE AMERICAS","AVENUE OF THE AMERICAS","WEST   18 STREET","WEST   19 STREET","WEST   18 STREET","WEST   19 STREET","ADDRESS","NEW YORK","AVENUE OF THE AMERICAS",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/17/2022 10:19:10 PM","05 MANHATTAN","1008207505","MANHATTAN","985,679","208,908","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74008071014","-73.99484327984","(40.7400807101446, -73.99484327983828)"
"54498768","06/15/2022 07:30:34 PM","06/30/2022 08:40:54 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","405 UNION AVENUE","UNION AVENUE","AINSLIE STREET","DEVOE STREET","AINSLIE STREET","DEVOE STREET","ADDRESS","BROOKLYN","UNION AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/16/2022 02:47:22 PM","01 BROOKLYN","3023720001","BROOKLYN","997,727","198,877","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.71253790628","-73.95138670125","(40.71253790628237, -73.95138670124894)"
"54502464","06/15/2022 07:02:15 PM","06/23/2022 09:25:05 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10002","EAST HOUSTON STREET","EAST HOUSTON STREET",,,,,,"MANHATTAN",,,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","06/23/2022 09:22:22 AM","0 Unspecified",,"Unspecified",,,"PHONE","Unspecified","Unspecified",,,,,,,,,,
"54506182","06/15/2022 06:20:49 PM","06/22/2022 11:50:07 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","29 WEST    8 STREET","WEST    8 STREET","5 AVENUE","NORMAN BUCHBINDER WAY","5 AVENUE","NORMAN BUCHBINDER WAY","ADDRESS","NEW YORK","WEST    8 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/18/2022 06:48:53 AM","02 MANHATTAN","1005720058","MANHATTAN","984,898","206,262","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73281818558","-73.99766186811","(40.73281818558249, -73.9976618681133)"
"54498767","06/15/2022 08:48:37 AM","06/22/2022 01:02:50 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","28 EAST   30 STREET","EAST   30 STREET","MADISON AVENUE","PARK AVENUE SOUTH","MADISON AVENUE","PARK AVENUE SOUTH","ADDRESS","NEW YORK","EAST   30 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2022 09:15:55 PM","05 MANHATTAN","1008590064","MANHATTAN","988,527","210,751","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74513836661","-73.98456475397","(40.74513836661415, -73.98456475397388)"
"54501229","06/15/2022 05:51:16 AM","06/30/2022 08:40:49 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11222","658 MEEKER AVENUE","MEEKER AVENUE","KINGSLAND AVENUE","MORGAN AVENUE","KINGSLAND AVENUE","MORGAN AVENUE","ADDRESS","BROOKLYN","MEEKER AVENUE",,"Closed",,"The Department of Sanitation removed the items.","06/16/2022 02:22:48 PM","01 BROOKLYN","3028170001","BROOKLYN","1,000,755","202,437","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.72230411932","-73.94045558397","(40.722304119322835, -73.940455583966)"
"54496303","06/14/2022 11:01:18 PM","06/22/2022 12:54:15 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","412 WEST   36 STREET","WEST   36 STREET","9 AVENUE","LINCOLN TUNNEL ENTRANCE","9 AVENUE","LINCOLN TUNNEL ENTRANCE","ADDRESS","NEW YORK","WEST   36 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/21/2022 07:08:34 AM","04 MANHATTAN","1007330045","MANHATTAN","985,408","214,294","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75486396607","-73.99582028888","(40.75486396607337, -73.99582028887788)"
"54493699","06/14/2022 08:41:36 PM","06/22/2022 01:08:49 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","130 WEST   41 STREET","WEST   41 STREET","AVENUE OF THE AMERICAS","BROADWAY","AVENUE OF THE AMERICAS","BROADWAY","ADDRESS","NEW YORK","WEST   41 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/14/2022 09:46:09 PM","05 MANHATTAN","1009930047","MANHATTAN","988,203","214,214","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75464357861","-73.98573200046","(40.75464357860627, -73.98573200045917)"
"54488288","06/14/2022 08:07:47 PM","06/16/2022 03:08:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10451","514 EAST  159 STREET","EAST  159 STREET","BROOK AVENUE","ST ANNS AVENUE","BROOK AVENUE","ST ANNS AVENUE","ADDRESS","BRONX","EAST  159 STREET",,"Closed",,"The Department of Sanitation cleaned the location.","06/15/2022 06:57:44 AM","01 BRONX","2023607501","BRONX","1,008,932","238,553","ONLINE","Unspecified","BRONX",,,,,,,,"40.82141400948","-73.91082312743","(40.821414009475035, -73.91082312742965)"
"54495010","06/14/2022 09:30:27 AM","06/22/2022 12:51:00 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10002","235 EAST BROADWAY","EAST BROADWAY","CLINTON STREET","MONTGOMERY STREET","CLINTON STREET","MONTGOMERY STREET","ADDRESS","NEW YORK","EAST BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2022 11:06:27 AM","03 MANHATTAN","1002860033","MANHATTAN","987,990","199,537","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71435892276","-73.98650896372","(40.714358922761754, -73.98650896371579)"
"54473346","06/12/2022 06:51:59 PM","06/16/2022 01:06:29 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11237","336 HIMROD STREET","HIMROD STREET","IRVING AVENUE","WYCKOFF AVENUE","IRVING AVENUE","WYCKOFF AVENUE","ADDRESS","BROOKLYN","HIMROD STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/13/2022 11:09:42 AM","04 BROOKLYN","3032807503","BROOKLYN","1,007,079","195,159","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70231369142","-73.9176654375","(40.70231369142198, -73.91766543750109)"
"54470168","06/12/2022 09:25:49 AM","06/30/2022 08:41:02 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","278 DEVOE STREET","DEVOE STREET","JUDGE STREET","OLIVE STREET","JUDGE STREET","OLIVE STREET","ADDRESS","BROOKLYN","DEVOE STREET",,"Closed",,"The Department of Sanitation removed the items.","06/13/2022 03:03:21 PM","01 BROOKLYN","3029200023","BROOKLYN","1,001,016","199,373","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71389368644","-73.93952161694","(40.71389368643755, -73.93952161694452)"
"54457973","06/11/2022 03:06:02 AM","06/18/2022 01:13:23 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11418","132-07 JAMAICA AVENUE","JAMAICA AVENUE","132 STREET","133 STREET","132 STREET","133 STREET","ADDRESS","RICHMOND HILL","JAMAICA AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/11/2022 04:06:19 AM","09 QUEENS","4092840050","QUEENS","1,034,106","195,148","PHONE","Unspecified","QUEENS",,,,,,,,"40.70217249922","-73.82019074281","(40.702172499215884, -73.82019074280991)"
"54449718","06/10/2022 06:57:33 AM","06/22/2022 12:43:24 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","130 BARROW STREET","BARROW STREET","WASHINGTON STREET","WEST STREET","WASHINGTON STREET","WEST STREET","ADDRESS","NEW YORK","BARROW STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/13/2022 12:32:41 PM","02 MANHATTAN","1006047501","MANHATTAN","981,679","205,937","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73192579045","-74.00927663053","(40.73192579045049, -74.00927663053442)"
"54443230","06/09/2022 07:17:40 PM","07/01/2022 03:19:22 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","712 WEST  184 STREET","WEST  184 STREET","BROADWAY","BENNETT AVENUE","BROADWAY","BENNETT AVENUE","ADDRESS","NEW YORK","WEST  184 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/15/2022 01:03:19 PM","12 MANHATTAN","1021800092","MANHATTAN","1,002,098","249,785","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85225903922","-73.93548469382","(40.85225903922307, -73.93548469381538)"
"54431050","06/08/2022 10:45:06 AM","06/10/2022 09:04:20 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","521 EAST  149 STREET","EAST  149 STREET","BROOK AVENUE","ST ANNS AVENUE","BROOK AVENUE","ST ANNS AVENUE","ADDRESS","BRONX","EAST  149 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/09/2022 05:51:19 AM","01 BRONX","2022760054","BRONX","1,007,980","236,112","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.81471676254","-73.91427136358","(40.81471676254277, -73.91427136357636)"
"54427181","06/08/2022 10:24:11 AM","06/09/2022 02:17:05 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11220","5613 2 AVENUE","2 AVENUE","56 STREET","57 STREET","56 STREET","57 STREET","ADDRESS","BROOKLYN","2 AVENUE",,"Closed",,"The Department of Sanitation removed the items.","06/08/2022 01:06:47 PM","07 BROOKLYN","3008370001","BROOKLYN","978,548","174,485","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64559582332","-74.02054722206","(40.64559582331894, -74.02054722205794)"
"54431051","06/08/2022 09:40:16 AM","06/10/2022 01:20:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11204","7401 16 AVENUE","16 AVENUE","74 STREET","BAY RIDGE PARKWAY","74 STREET","BAY RIDGE PARKWAY","ADDRESS","BROOKLYN","16 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/10/2022 11:02:58 AM","11 BROOKLYN","3062140009","BROOKLYN","984,171","164,001","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61682129535","-74.00028455468","(40.61682129535106, -74.00028455468292)"
"54417455","06/07/2022 07:34:37 AM","07/01/2022 02:30:38 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","2495 AMSTERDAM AVENUE","AMSTERDAM AVENUE","WEST  183 STREET","WEST  184 STREET","WEST  183 STREET","WEST  184 STREET","ADDRESS","NEW YORK","AMSTERDAM AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/25/2022 05:59:49 AM","12 MANHATTAN","1021490023","MANHATTAN","1,003,688","248,864","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84972781067","-73.9297399809","(40.849727810666366, -73.92973998089764)"
"54393619","06/06/2022 03:32:09 PM","06/08/2022 01:06:02 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","427 WEST   51 STREET","WEST   51 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   51 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/08/2022 11:25:25 AM","04 MANHATTAN","1010610016","MANHATTAN","987,175","217,813","UNKNOWN","Unspecified","MANHATTAN",,,,,,,,"40.76452231153","-73.9894409085","(40.764522311529376, -73.98944090850291)"
"54396744","06/06/2022 09:40:17 AM","06/08/2022 01:21:18 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10001","22 WEST   30 STREET","WEST   30 STREET","5 AVENUE","BROADWAY","5 AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST   30 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/08/2022 06:32:33 AM","05 MANHATTAN","1008310052","MANHATTAN","987,711","211,204","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74638209506","-73.98750937954","(40.74638209505939, -73.98750937953923)"
"54396745","06/06/2022 09:39:31 AM","06/08/2022 02:23:23 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10022","405 EAST   59 STREET","EAST   59 STREET","1 AVENUE","SUTTON PLACE","1 AVENUE","SUTTON PLACE","ADDRESS","NEW YORK","EAST   59 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/06/2022 10:38:22 PM","08 MANHATTAN","1014540001","MANHATTAN","994,900","215,969","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75945507522","-73.96155700078","(40.759455075217986, -73.96155700077813)"
"54402641","06/06/2022 09:06:25 AM","06/08/2022 02:21:04 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10022","1 AVENUE","1 AVENUE","1 AVENUE","EAST   59 STREET","1 AVENUE","EAST   59 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/07/2022 08:51:03 PM","06 MANHATTAN",,"MANHATTAN","994,787","216,029","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75961989523","-73.96196479954","(40.759619895228845, -73.96196479954183)"
"54408533","06/06/2022 08:40:33 AM","06/08/2022 01:18:47 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","BROADWAY","BROADWAY","BROADWAY","WEST   38 STREET","BROADWAY","WEST   38 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/06/2022 10:41:57 PM","05 MANHATTAN",,"MANHATTAN","987,766","213,576","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75289261513","-73.98730964642","(40.75289261512591, -73.98730964641686)"
"54385982","06/05/2022 11:17:42 PM","06/08/2022 02:21:18 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10016","3 AVENUE","3 AVENUE","3 AVENUE","EAST   38 STREET","3 AVENUE","EAST   38 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","06/07/2022 12:27:45 PM","06 MANHATTAN",,"MANHATTAN","990,820","211,884","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74824676082","-73.97628845013","(40.74824676081666, -73.97628845012895)"
